Group Name,Item Name,Dropdown Name,Key,Value,Type,Data
#任务栏相关设置,#任务栏使用小图标,Current/Default,HKEY_USERS\DEFAULT\Software\Microsoft\Windows\CurrentVersion\Explorer\Advanced,TaskbarSmallIcons,REG_DWORD,1
#任务栏相关设置,#任务栏使用小图标,Current/Default,HKEY_USERS\DEFAULT\Software\Microsoft\Windows\CurrentVersion\Explorer\Advanced,TaskbarSmallIcons,REG_DWORD,0
#任务栏相关设置,#隐藏任务栏上的人脉（by 、Cloud.）,Current/Default,HKEY_CURRENT_USER\Software\Microsoft\Windows\CurrentVersion\Explorer\Advanced\People,PeopleBand,REG_DWORD,0
#任务栏相关设置,#隐藏任务栏上的人脉（by 、Cloud.）,Current/Default,HKEY_CURRENT_USER\Software\Policies\Microsoft\Windows\Explorer,HidePeopleBar,REG_DWORD,1
#任务栏相关设置,#隐藏任务栏上的人脉（by 、Cloud.）,Current/Default,HKEY_CURRENT_USER\Software\Microsoft\Windows\CurrentVersion\Explorer\Advanced\People,PeopleBand,REG_DWORD,0
#任务栏相关设置,#隐藏任务栏上的人脉（by 、Cloud.）,Current/Default,HKEY_CURRENT_USER\Software\Policies\Microsoft\Windows\Explorer,HidePeopleBar,REG_DWORD,1
#任务栏相关设置,#隐藏任务栏上的人脉（by 、Cloud.）,Current/Default,HKEY_USERS\DEFAULT\Software\Microsoft\Windows\CurrentVersion\Explorer\Advanced\People,PeopleBand,REG_DWORD,0
#任务栏相关设置,#隐藏任务栏上的人脉（by 、Cloud.）,Current/Default,HKEY_USERS\DEFAULT\Software\Microsoft\Windows\CurrentVersion\Explorer\Advanced\People,PeopleBand,REG_DWORD,0
#任务栏相关设置,#*隐藏某些SATA硬盘任务栏图标（by 原罪）,Current/Default,HKEY_LOCAL_MACHINE\SYSTEM\CurrentControlSet\Services\nvata,DisableRemovable,REG_DWORD,1
#任务栏相关设置,#*隐藏某些SATA硬盘任务栏图标（by 原罪）,Current/Default,HKEY_LOCAL_MACHINE\SYSTEM\CurrentControlSet\Services\nvata,DisableRemovable,REG_DWORD,1
#任务栏相关设置,#*隐藏某些SATA硬盘任务栏图标（by 原罪）,Current/Default,HKEY_LOCAL_MACHINE\SYSTEM\CurrentControlSet\Services\nvata,DisableRemovable,REG_DWORD,0
#任务栏相关设置,#任务栏时钟精确到秒（by Luupw3d）,Current/Default,HKEY_CURRENT_USER\SOFTWARE\Microsoft\Windows\CurrentVersion\Explorer\Advanced,ShowSecondsInSystemClock,REG_DWORD,1
#任务栏相关设置,#任务栏时钟精确到秒（by Luupw3d）,Current/Default,HKEY_CURRENT_USER\SOFTWARE\Microsoft\Windows\CurrentVersion\Explorer\Advanced,ShowSecondsInSystemClock,REG_DWORD,1
#任务栏相关设置,#任务栏时钟精确到秒（by Luupw3d）,Current/Default,HKEY_USERS\DEFAULT\SOFTWARE\Microsoft\Windows\CurrentVersion\Explorer\Advanced,ShowSecondsInSystemClock,REG_DWORD,1
#任务栏相关设置,#任务栏时钟精确到秒（by Luupw3d）,Current/Default,HKEY_USERS\DEFAULT\SOFTWARE\Microsoft\Windows\CurrentVersion\Explorer\Advanced,ShowSecondsInSystemClock,REG_DWORD,1
#Windows主题相关设置,#显示开始菜单、任务栏、操作中心和标题栏的颜色（by Rambin）,Current/Default,HKEY_CURRENT_USER\SOFTWARE\Microsoft\Windows\CurrentVersion\Themes\Personalize,ColorPrevalence,REG_DWORD,1
#Windows主题相关设置,#显示开始菜单、任务栏、操作中心和标题栏的颜色（by Rambin）,Current/Default,HKEY_CURRENT_USER\SOFTWARE\Microsoft\Windows\DWM,ColorPrevalence,REG_DWORD,1
#Windows主题相关设置,#显示开始菜单、任务栏、操作中心和标题栏的颜色（by Rambin）,Current/Default,HKEY_CURRENT_USER\SOFTWARE\Microsoft\Windows\CurrentVersion\Themes\Personalize,ColorPrevalence,REG_DWORD,1
#Windows主题相关设置,#显示开始菜单、任务栏、操作中心和标题栏的颜色（by Rambin）,Current/Default,HKEY_CURRENT_USER\SOFTWARE\Microsoft\Windows\DWM,ColorPrevalence,REG_DWORD,1
#Windows主题相关设置,#显示开始菜单、任务栏、操作中心和标题栏的颜色（by Rambin）,Current/Default,HKEY_CURRENT_USER\SOFTWARE\Microsoft\Windows\CurrentVersion\Themes\Personalize,ColorPrevalence,REG_DWORD,0
#Windows主题相关设置,#显示开始菜单、任务栏、操作中心和标题栏的颜色（by Rambin）,Current/Default,HKEY_CURRENT_USER\SOFTWARE\Microsoft\Windows\DWM,ColorPrevalence,REG_DWORD,0
#Windows主题相关设置,#显示开始菜单、任务栏、操作中心和标题栏的颜色（by Rambin）,Current/Default,HKEY_USERS\DEFAULT\SOFTWARE\Microsoft\Windows\CurrentVersion\Themes\Personalize,ColorPrevalence,REG_DWORD,1
#Windows主题相关设置,#显示开始菜单、任务栏、操作中心和标题栏的颜色（by Rambin）,Current/Default,HKEY_USERS\DEFAULT\SOFTWARE\Microsoft\Windows\DWM,ColorPrevalence,REG_DWORD,1
#Windows主题相关设置,#显示开始菜单、任务栏、操作中心和标题栏的颜色（by Rambin）,Current/Default,HKEY_USERS\DEFAULT\SOFTWARE\Microsoft\Windows\CurrentVersion\Themes\Personalize,ColorPrevalence,REG_DWORD,1
#Windows主题相关设置,#显示开始菜单、任务栏、操作中心和标题栏的颜色（by Rambin）,Current/Default,HKEY_USERS\DEFAULT\SOFTWARE\Microsoft\Windows\DWM,ColorPrevalence,REG_DWORD,1
#Windows主题相关设置,#显示开始菜单、任务栏、操作中心和标题栏的颜色（by Rambin）,Current/Default,HKEY_USERS\DEFAULT\SOFTWARE\Microsoft\Windows\CurrentVersion\Themes\Personalize,ColorPrevalence,REG_DWORD,0
#Windows主题相关设置,#显示开始菜单、任务栏、操作中心和标题栏的颜色（by Rambin）,Current/Default,HKEY_USERS\DEFAULT\SOFTWARE\Microsoft\Windows\DWM,ColorPrevalence,REG_DWORD,0
#Windows主题相关设置,#使开始菜单、任务栏、操作中心透明,Current/Default,HKEY_CURRENT_USER\SOFTWARE\Microsoft\Windows\CurrentVersion\Themes\Personalize,EnableTransparency,REG_DWORD,1
#Windows主题相关设置,#使开始菜单、任务栏、操作中心透明,Current/Default,HKEY_CURRENT_USER\SOFTWARE\Microsoft\Windows\CurrentVersion\Themes\Personalize,EnableTransparency,REG_DWORD,1
#Windows主题相关设置,#使开始菜单、任务栏、操作中心透明,Current/Default,HKEY_CURRENT_USER\SOFTWARE\Microsoft\Windows\CurrentVersion\Themes\Personalize,EnableTransparency,REG_DWORD,0
#Windows主题相关设置,#使开始菜单、任务栏、操作中心透明,Current/Default,HKEY_USERS\DEFAULT\SOFTWARE\Microsoft\Windows\CurrentVersion\Themes\Personalize,EnableTransparency,REG_DWORD,1
#Windows主题相关设置,#使开始菜单、任务栏、操作中心透明,Current/Default,HKEY_USERS\DEFAULT\SOFTWARE\Microsoft\Windows\CurrentVersion\Themes\Personalize,EnableTransparency,REG_DWORD,1
#Windows主题相关设置,#使开始菜单、任务栏、操作中心透明,Current/Default,HKEY_USERS\DEFAULT\SOFTWARE\Microsoft\Windows\CurrentVersion\Themes\Personalize,EnableTransparency,REG_DWORD,0
#Windows主题相关设置,#使任务栏更透明（by 518516.net）,Current/Default,HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\Windows\CurrentVersion\Explorer\Advanced,UseOLEDTaskbarTransparency,REG_DWORD,1
#Windows主题相关设置,#使任务栏更透明（by 518516.net）,Current/Default,HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\Windows\CurrentVersion\Explorer\Advanced,UseOLEDTaskbarTransparency,REG_DWORD,1
#Windows主题相关设置,#优化非活动窗口标题栏颜色（by IT之家）,Current/Default,HKEY_CURRENT_USER\SOFTWARE\Microsoft\Windows\DWM,AccentColorInactive,REG_DWORD,?ColorDialog()
#Windows主题相关设置,#优化非活动窗口标题栏颜色（by IT之家）,Current/Default,HKEY_USERS\DEFAULT\SOFTWARE\Microsoft\Windows\DWM,AccentColorInactive,REG_DWORD,?ColorDialog()
#Windows主题相关设置,#*桌面壁纸质量调整为（by IT之家）,低质量（更快）,HKEY_CURRENT_USER\Control Panel\Desktop,JPEGImportQuality,REG_DWORD,96
#Windows主题相关设置,#*桌面壁纸质量调整为（by IT之家）,低质量（更快）,HKEY_CURRENT_USER\Control Panel\Desktop,JPEGImportQuality,REG_DWORD,96
#Windows主题相关设置,#*桌面壁纸质量调整为（by IT之家）,默认（推荐）,HKEY_CURRENT_USER\Control Panel\Desktop,JPEGImportQuality,REG_DWORD,96
#Windows主题相关设置,#*桌面壁纸质量调整为（by IT之家）,默认（推荐）,HKEY_CURRENT_USER\Control Panel\Desktop,JPEGImportQuality,REG_DWORD,256
#Windows主题相关设置,#*桌面壁纸质量调整为（by IT之家）,高质量（更清晰）,HKEY_CURRENT_USER\Control Panel\Desktop,JPEGImportQuality,REG_DWORD,256
#Windows主题相关设置,#*桌面壁纸质量调整为（by IT之家）,高质量（更清晰）,HKEY_CURRENT_USER\Control Panel\Desktop,JPEGImportQuality,REG_DWORD,256
#Windows主题相关设置,#*桌面壁纸质量调整为（by IT之家）,低质量（更快）,HKEY_USERS\DEFAULT\Control Panel\Desktop,JPEGImportQuality,REG_DWORD,96
#Windows主题相关设置,#*桌面壁纸质量调整为（by IT之家）,低质量（更快）,HKEY_USERS\DEFAULT\Control Panel\Desktop,JPEGImportQuality,REG_DWORD,96
#Windows主题相关设置,#*桌面壁纸质量调整为（by IT之家）,默认（推荐）,HKEY_USERS\DEFAULT\Control Panel\Desktop,JPEGImportQuality,REG_DWORD,96
#Windows主题相关设置,#*桌面壁纸质量调整为（by IT之家）,默认（推荐）,HKEY_USERS\DEFAULT\Control Panel\Desktop,JPEGImportQuality,REG_DWORD,256
#Windows主题相关设置,#*桌面壁纸质量调整为（by IT之家）,高质量（更清晰）,HKEY_USERS\DEFAULT\Control Panel\Desktop,JPEGImportQuality,REG_DWORD,256
#Windows主题相关设置,#*桌面壁纸质量调整为（by IT之家）,高质量（更清晰）,HKEY_USERS\DEFAULT\Control Panel\Desktop,JPEGImportQuality,REG_DWORD,256
#安全相关设置,#将用户账号控制程序（UAC）调整为,从不通知（不推荐）,HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\Windows\CurrentVersion\Policies\System,EnableLUA,REG_DWORD,0
#安全相关设置,#将用户账号控制程序（UAC）调整为,从不通知（不推荐）,HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\Windows\CurrentVersion\Policies\System,PromptOnSecureDesktop,REG_DWORD,0
#安全相关设置,#将用户账号控制程序（UAC）调整为,从不通知（不推荐）,HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\Windows\CurrentVersion\Policies\System,ConsentPromptBehaviorAdmin,REG_DWORD,0
#安全相关设置,#将用户账号控制程序（UAC）调整为,从不通知（不推荐）,HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\Windows\CurrentVersion\Policies\System,PromptOnSecureDesktop,REG_DWORD,0
#安全相关设置,#将用户账号控制程序（UAC）调整为,从不通知（不推荐）,HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\Windows\CurrentVersion\Policies\System,ConsentPromptBehaviorAdmin,REG_DWORD,0
#安全相关设置,#将用户账号控制程序（UAC）调整为,从不通知（不推荐）,HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\Windows\CurrentVersion\Policies\System,EnableLUA,REG_DWORD,1
#安全相关设置,#将用户账号控制程序（UAC）调整为,提示我但不降低亮度,HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\Windows\CurrentVersion\Policies\System,PromptOnSecureDesktop,REG_DWORD,0
#安全相关设置,#将用户账号控制程序（UAC）调整为,提示我但不降低亮度,HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\Windows\CurrentVersion\Policies\System,ConsentPromptBehaviorAdmin,REG_DWORD,5
#安全相关设置,#将用户账号控制程序（UAC）调整为,提示我但不降低亮度,HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\Windows\CurrentVersion\Policies\System,PromptOnSecureDesktop,REG_DWORD,0
#安全相关设置,#将用户账号控制程序（UAC）调整为,提示我但不降低亮度,HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\Windows\CurrentVersion\Policies\System,ConsentPromptBehaviorAdmin,REG_DWORD,5
#安全相关设置,#将用户账号控制程序（UAC）调整为,提示我但不降低亮度,HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\Windows\CurrentVersion\Policies\System,EnableLUA,REG_DWORD,1
#安全相关设置,#将用户账号控制程序（UAC）调整为,提示我（推荐）,HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\Windows\CurrentVersion\Policies\System,PromptOnSecureDesktop,REG_DWORD,1
#安全相关设置,#将用户账号控制程序（UAC）调整为,提示我（推荐）,HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\Windows\CurrentVersion\Policies\System,ConsentPromptBehaviorAdmin,REG_DWORD,5
#安全相关设置,#将用户账号控制程序（UAC）调整为,提示我（推荐）,HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\Windows\CurrentVersion\Policies\System,PromptOnSecureDesktop,REG_DWORD,1
#安全相关设置,#将用户账号控制程序（UAC）调整为,提示我（推荐）,HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\Windows\CurrentVersion\Policies\System,ConsentPromptBehaviorAdmin,REG_DWORD,5
#安全相关设置,#将用户账号控制程序（UAC）调整为,提示我（推荐）,HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\Windows\CurrentVersion\Policies\System,EnableLUA,REG_DWORD,1
#安全相关设置,#将用户账号控制程序（UAC）调整为,总是提示我,HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\Windows\CurrentVersion\Policies\System,PromptOnSecureDesktop,REG_DWORD,1
#安全相关设置,#将用户账号控制程序（UAC）调整为,总是提示我,HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\Windows\CurrentVersion\Policies\System,ConsentPromptBehaviorAdmin,REG_DWORD,2
#安全相关设置,#将用户账号控制程序（UAC）调整为,总是提示我,HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\Windows\CurrentVersion\Policies\System,PromptOnSecureDesktop,REG_DWORD,1
#安全相关设置,#将用户账号控制程序（UAC）调整为,总是提示我,HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\Windows\CurrentVersion\Policies\System,ConsentPromptBehaviorAdmin,REG_DWORD,2
#安全相关设置,#将用户账号控制程序（UAC）调整为,总是提示我,HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\Windows\CurrentVersion\Policies\System,EnableLUA,REG_DWORD,1
#安全相关设置,#用于内置管理员帐户的管理员批准模式 (by 坏坏小生),总是提示我,HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\Windows\CurrentVersion\Policies\System,FilterAdministratorToken,REG_DWORD,1
#安全相关设置,#用于内置管理员帐户的管理员批准模式 (by 坏坏小生),总是提示我,HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\Windows\CurrentVersion\Policies\System,FilterAdministratorToken,REG_DWORD,1
#安全相关设置,#关闭Smartscreen应用筛选器（by Windows 10优化辅助工具）,总是提示我,HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\Windows\CurrentVersion\Explorer,SmartScreenEnabled,REG_SZ,off
#安全相关设置,#关闭Smartscreen应用筛选器（by Windows 10优化辅助工具）,总是提示我,HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\Windows\CurrentVersion\Explorer,SmartScreenEnabled,REG_SZ,off
#安全相关设置,#关闭Smartscreen应用筛选器（by Windows 10优化辅助工具）,总是提示我,HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\Windows\CurrentVersion\Explorer,SmartScreenEnabled,REG_SZ,RequireAdmin
#安全相关设置,#关闭Smartscreen应用筛选器（by 、Cloud）,总是提示我,HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\Windows\CurrentVersion\Explorer,SmartScreenEnabled,REG_SZ,off
#安全相关设置,#关闭Smartscreen应用筛选器（by 、Cloud）,总是提示我,HKEY_LOCAL_MACHINE\SOFTWARE\Policies\Microsoft\MicrosoftEdge\PhishingFilter,EnabledV9,REG_DWORD,0
#安全相关设置,#关闭Smartscreen应用筛选器（by 、Cloud）,总是提示我,HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\Windows\CurrentVersion\Explorer,SmartScreenEnabled,REG_SZ,off
#安全相关设置,#关闭Smartscreen应用筛选器（by 、Cloud）,总是提示我,HKEY_LOCAL_MACHINE\SOFTWARE\Policies\Microsoft\MicrosoftEdge\PhishingFilter,EnabledV9,REG_DWORD,0
#安全相关设置,#关闭Smartscreen应用筛选器（by 、Cloud）,总是提示我,HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\Windows\CurrentVersion\Explorer,SmartScreenEnabled,REG_SZ,RequireAdmin
#安全相关设置,#关闭打开程序的“安全警告”（by 莫失莫忘）,Current/Default,HKEY_CURRENT_USER\Software\Microsoft\Windows\CurrentVersion\Policies\Associations,ModRiskFileTypes,REG_SZ,.bat;.exe;.reg;.vbs;.chm;.msi;.js;.cmd
